S/N,Date,Branch,Pizza Type,Quantity,Time,Time Range,Price
3567,12-12-2015,Oregon,Chicken Suya,2,09:19:04,After 9:00am,16.00
3568,04-12-2015,Nevada,Beef Suya,1,09:19:06,After 9:00am,12.00
3569,06-12-2015,Nevada,Margarita,4,09:19:06,After 9:00am,16.00
3570,15-12-2015,Arizona,Extravaganza,5,09:19:07,After 9:00am,8.00
3571,04-12-2015,Nevada,Hot Veggie,3,09:19:09,After 9:00am,16.00
3572,04-12-2015,Oregon,Margarita,1,09:19:09,After 9:00am,16.00
3573,03-12-2015,California,Pepperoni Feast,4,09:19:10,After 9:00am,16.00
3574,03-12-2015,Oregon,Chicken Legend,1,09:19:10,After 9:00am,8.00
3575,14-12-2015,Nevada,Chicken Legend,2,09:19:12,After 9:00am,8.00
3576,10-12-2015,California,Pepperoni Feast,4,09:19:14,After 9:00am,16.00
3577,03-12-2015,Nevada,BBQ Chicken,3,09:19:15,After 9:00am,16.00
3578,03-12-2015,Oregon,Pepperoni Feast,1,09:19:17,After 9:00am,16.00
3579,10-12-2015,Nevada,BBQ Philly Steak,1,09:19:18,After 9:00am,16.00
3580,11-12-2015,Nevada,Chicken Suya,4,09:19:21,After 9:00am,16.00
3581,06-12-2015,Nevada,Margarita,4,09:19:21,After 9:00am,16.00
3582,15-12-2015,California,Beef Suya,5,09:19:23,After 9:00am,12.00
3583,15-12-2015,California,Chicken Legend,4,09:19:25,After 9:00am,8.00
3584,03-12-2015,California,Pepperoni Feast,4,09:19:26,After 9:00am,16.00
3585,10-12-2015,California,BBQ Chicken,3,09:19:27,After 9:00am,16.00
3586,06-12-2015,Oregon,Italiano,4,09:19:29,After 9:00am,12.00
3587,05-12-2015,Idaho,Pepperoni Feast,3,09:19:31,After 9:00am,16.00
3588,15-12-2015,Idaho,Chicken Suya,4,09:19:32,After 9:00am,16.00
3589,14-12-2015,Nevada,Chicken Bali,3,09:19:34,After 9:00am,8.00
3590,06-12-2015,California,BBQ Chicken,1,09:19:35,After 9:00am,16.00
3591,13-12-2015,Arizona,Chicken Suya,3,09:19:38,After 9:00am,16.00
3592,06-12-2015,California,Chicken Suya,3,09:19:39,After 9:00am,16.00
3593,09-12-2015,California,Chicken Legend,4,09:19:39,After 9:00am,8.00
3594,11-12-2015,Oregon,Hot Veggie,2,09:19:40,After 9:00am,16.00
3595,13-12-2015,Idaho,Italiano,2,09:19:43,After 9:00am,12.00
3596,12-12-2015,Idaho,Chicken Suya,3,09:19:43,After 9:00am,16.00
3597,10-12-2015,Oregon,Chicken Bali,3,09:19:44,After 9:00am,8.00
3598,04-12-2015,Idaho,Pepperoni Feast,4,09:19:45,After 9:00am,16.00
3599,08-12-2015,Arizona,Chicken Feast,5,09:19:49,After 9:00am,8.00
3600,07-12-2015,Arizona,Beef Suya,1,09:19:50,After 9:00am,12.00
3601,04-12-2015,California,Chicken Feast,3,09:19:51,After 9:00am,8.00
3602,09-12-2015,Arizona,Veggie Supreme,1,09:19:53,After 9:00am,12.00
3603,11-12-2015,Arizona,Chicken Feast,3,09:19:53,After 9:00am,8.00
3604,11-12-2015,Oregon,Extravaganza,1,09:19:58,After 9:00am,8.00
3605,12-12-2015,Oregon,Pepperoni Suya,4,09:19:58,After 9:00am,12.00
3606,04-12-2015,California,Chicken Feast,4,09:20:02,After 9:00am,8.00
3607,03-12-2015,Idaho,Italiano,5,09:20:03,After 9:00am,12.00
3608,14-12-2015,California,BBQ Philly Steak,1,09:20:03,After 9:00am,16.00
3609,07-12-2015,Oregon,Beef Suya,1,09:20:04,After 9:00am,12.00
3610,08-12-2015,Idaho,Meatzaa,3,09:20:05,After 9:00am,8.00
3611,09-12-2015,Idaho,Chicken Legend,4,09:20:08,After 9:00am,8.00
3612,08-12-2015,Oregon,Pepperoni Suya,2,09:20:09,After 9:00am,12.00
3613,14-12-2015,Nevada,Hot Veggie,2,09:20:10,After 9:00am,16.00
3614,08-12-2015,Idaho,Margarita,5,09:20:12,After 9:00am,16.00
3615,13-12-2015,Idaho,Beef Suya,5,09:20:12,After 9:00am,12.00
3616,12-12-2015,Idaho,Hot Veggie,2,09:20:13,After 9:00am,16.00
3617,07-12-2015,Idaho,Pepperoni Suya,4,09:20:13,After 9:00am,12.00
3618,08-12-2015,Idaho,Pepperoni Feast,3,09:20:17,After 9:00am,16.00
3619,04-12-2015,Arizona,BBQ Chicken,2,09:20:17,After 9:00am,16.00
3620,06-12-2015,California,Chicken Legend,1,09:20:17,After 9:00am,8.00
3621,07-12-2015,Oregon,Chicken Legend,5,09:20:18,After 9:00am,8.00
3622,04-12-2015,Nevada,Veggie Supreme,3,09:20:21,After 9:00am,12.00
3623,10-12-2015,Oregon,Chicken Bali,3,09:20:22,After 9:00am,8.00
3624,11-12-2015,California,Chicken Feast,2,09:20:24,After 9:00am,8.00
3625,15-12-2015,California,Extravaganza,5,09:20:24,After 9:00am,8.00
3626,04-12-2015,California,Chicken Feast,1,09:20:24,After 9:00am,8.00
3627,12-12-2015,Oregon,BBQ Chicken,1,09:20:25,After 9:00am,16.00
3628,05-12-2015,California,Meatzaa,1,09:20:25,After 9:00am,8.00
3629,15-12-2015,Oregon,Meatzaa,3,09:20:26,After 9:00am,8.00
3630,14-12-2015,Idaho,Margarita,3,09:20:27,After 9:00am,16.00
3631,07-12-2015,Oregon,Beef Suya,3,09:20:27,After 9:00am,12.00
3632,08-12-2015,Oregon,Pepperoni Feast,5,09:20:27,After 9:00am,16.00
3633,04-12-2015,Idaho,Italiano,1,09:20:28,After 9:00am,12.00
3634,09-12-2015,Oregon,Chicken Bali,4,09:20:28,After 9:00am,8.00
3635,08-12-2015,Oregon,Pepperoni Suya,5,09:20:29,After 9:00am,12.00
3636,03-12-2015,California,Chicken Legend,4,09:20:34,After 9:00am,8.00
3637,06-12-2015,Idaho,Pepperoni Feast,4,09:20:36,After 9:00am,16.00
3638,12-12-2015,Arizona,Veggie Supreme,5,09:20:41,After 9:00am,12.00
3639,03-12-2015,Oregon,BBQ Chicken,4,09:20:41,After 9:00am,16.00
3640,10-12-2015,Idaho,Hot Pepperoni Feast,2,09:20:43,After 9:00am,16.00
3641,09-12-2015,California,BBQ Philly Steak,1,09:20:45,After 9:00am,16.00
3642,13-12-2015,Idaho,Hot Veggie,3,09:20:46,After 9:00am,16.00
3643,13-12-2015,Oregon,Pepperoni Suya,4,09:20:48,After 9:00am,12.00
3644,05-12-2015,Nevada,BBQ Philly Steak,1,09:20:48,After 9:00am,16.00
3645,04-12-2015,Arizona,BBQ Chicken,2,09:20:51,After 9:00am,16.00
3646,09-12-2015,Oregon,Chicken Bali,4,09:20:51,After 9:00am,8.00
3647,05-12-2015,Idaho,Pepperoni Suya,1,09:20:52,After 9:00am,12.00
3648,15-12-2015,Idaho,Hot Veggie,4,09:20:52,After 9:00am,16.00
3649,06-12-2015,Arizona,Beef Suya,2,09:20:53,After 9:00am,12.00
3650,03-12-2015,Oregon,Extravaganza,5,09:20:53,After 9:00am,8.00
3651,09-12-2015,California,BBQ Philly Steak,4,09:20:55,After 9:00am,16.00
3652,12-12-2015,Oregon,BBQ Chicken,5,09:20:58,After 9:00am,16.00
3653,12-12-2015,Idaho,Meatzaa,2,09:20:59,After 9:00am,8.00
3654,15-12-2015,Nevada,Chicken Feast,4,09:20:59,After 9:00am,8.00
3655,11-12-2015,Nevada,BBQ Chicken,5,09:21:00,After 9:00am,16.00
3656,08-12-2015,Idaho,Veggie Supreme,2,09:21:00,After 9:00am,12.00
3657,03-12-2015,Arizona,Chicken Suya,5,09:21:01,After 9:00am,16.00
3658,13-12-2015,Idaho,Veggie Supreme,4,09:21:01,After 9:00am,12.00
3659,08-12-2015,Nevada,Chicken Legend,1,09:21:01,After 9:00am,8.00
3660,10-12-2015,Oregon,Extravaganza,5,09:21:02,After 9:00am,8.00
3661,08-12-2015,California,Hot Pepperoni Feast,1,09:21:02,After 9:00am,16.00
3662,11-12-2015,Idaho,Extravaganza,3,09:21:03,After 9:00am,8.00
3663,03-12-2015,Oregon,Margarita,5,09:21:03,After 9:00am,16.00
3664,04-12-2015,Arizona,Pepperoni Suya,4,09:21:04,After 9:00am,12.00
3665,09-12-2015,Arizona,Hot Veggie,3,09:21:05,After 9:00am,16.00
3666,10-12-2015,Arizona,Pepperoni Suya,5,09:21:07,After 9:00am,12.00
3667,07-12-2015,California,Chicken Bali,3,09:21:07,After 9:00am,8.00
3668,05-12-2015,Nevada,Veggie Supreme,3,09:21:07,After 9:00am,12.00
3669,11-12-2015,Idaho,Chicken Bali,4,09:21:09,After 9:00am,8.00
3670,12-12-2015,Nevada,Extravaganza,1,09:21:12,After 9:00am,8.00
3671,10-12-2015,California,Extravaganza,1,09:21:14,After 9:00am,8.00
3672,11-12-2015,Idaho,Pepperoni Feast,5,09:21:15,After 9:00am,16.00
3673,11-12-2015,California,Veggie Supreme,1,09:21:16,After 9:00am,12.00
3674,06-12-2015,Idaho,Hot Veggie,3,09:21:19,After 9:00am,16.00
3675,12-12-2015,California,BBQ Chicken,1,09:21:20,After 9:00am,16.00
3676,15-12-2015,Oregon,Meatzaa,5,09:21:21,After 9:00am,8.00
3677,03-12-2015,Idaho,Hot Veggie,1,09:21:22,After 9:00am,16.00
3678,14-12-2015,California,Chicken Bali,1,09:21:23,After 9:00am,8.00
3679,08-12-2015,California,Margarita,5,09:21:23,After 9:00am,16.00
3680,03-12-2015,California,Extravaganza,1,09:21:25,After 9:00am,8.00
3681,15-12-2015,Nevada,Beef Suya,1,09:21:26,After 9:00am,12.00
3682,11-12-2015,Nevada,Pepperoni Feast,5,09:21:28,After 9:00am,16.00
3683,09-12-2015,California,BBQ Chicken,2,09:21:28,After 9:00am,16.00
3684,05-12-2015,Arizona,Pepperoni Feast,3,09:21:28,After 9:00am,16.00
3685,07-12-2015,Nevada,Pepperoni Suya,2,09:21:29,After 9:00am,12.00
3686,07-12-2015,Idaho,BBQ Philly Steak,4,09:21:29,After 9:00am,16.00
3687,13-12-2015,Idaho,BBQ Chicken,3,09:21:29,After 9:00am,16.00
3688,10-12-2015,Arizona,Chicken Legend,4,09:21:30,After 9:00am,8.00
3689,06-12-2015,Nevada,Hot Pepperoni Feast,2,09:21:31,After 9:00am,16.00
3690,11-12-2015,Oregon,Chicken Suya,4,09:21:31,After 9:00am,16.00
3691,11-12-2015,Idaho,Veggie Supreme,5,09:21:32,After 9:00am,12.00
3692,14-12-2015,Idaho,Veggie Supreme,1,09:21:32,After 9:00am,12.00
3693,03-12-2015,Oregon,Margarita,4,09:21:33,After 9:00am,16.00
3694,14-12-2015,Arizona,Margarita,3,09:21:33,After 9:00am,16.00
3695,07-12-2015,Arizona,Pepperoni Suya,4,09:21:35,After 9:00am,12.00
3696,09-12-2015,Idaho,BBQ Philly Steak,4,09:21:35,After 9:00am,16.00
3697,14-12-2015,Idaho,Hot Veggie,4,09:21:35,After 9:00am,16.00
3698,05-12-2015,Nevada,Italiano,3,09:21:37,After 9:00am,12.00
3699,05-12-2015,California,Pepperoni Feast,4,09:21:38,After 9:00am,16.00
3700,05-12-2015,Idaho,Chicken Suya,2,09:21:38,After 9:00am,16.00
3701,13-12-2015,California,Italiano,4,09:21:38,After 9:00am,12.00
3702,11-12-2015,Nevada,BBQ Chicken,5,09:21:39,After 9:00am,16.00
3703,11-12-2015,Idaho,Chicken Legend,5,09:21:40,After 9:00am,8.00
3704,07-12-2015,Oregon,Hot Pepperoni Feast,2,09:21:41,After 9:00am,16.00
3705,11-12-2015,Nevada,Veggie Supreme,1,09:21:43,After 9:00am,12.00
3706,14-12-2015,Arizona,Chicken Feast,5,09:21:43,After 9:00am,8.00
3707,11-12-2015,Arizona,BBQ Chicken,2,09:21:43,After 9:00am,16.00
3708,10-12-2015,Arizona,Chicken Suya,4,09:21:45,After 9:00am,16.00
3709,09-12-2015,Nevada,Pepperoni Feast,2,09:21:46,After 9:00am,16.00
3710,15-12-2015,Idaho,Pepperoni Feast,3,09:21:47,After 9:00am,16.00
3711,13-12-2015,Nevada,Hot Pepperoni Feast,2,09:21:48,After 9:00am,16.00
3712,09-12-2015,Arizona,BBQ Philly Steak,3,09:21:49,After 9:00am,16.00
3713,06-12-2015,Nevada,Hot Pepperoni Feast,2,09:21:50,After 9:00am,16.00
3714,09-12-2015,Arizona,BBQ Philly Steak,3,09:21:51,After 9:00am,16.00
3715,06-12-2015,Nevada,Chicken Feast,4,09:21:51,After 9:00am,8.00
3716,15-12-2015,Idaho,Chicken Legend,4,09:21:52,After 9:00am,8.00
3717,11-12-2015,Nevada,Pepperoni Feast,4,09:21:52,After 9:00am,16.00
3718,03-12-2015,California,Hot Pepperoni Feast,1,09:21:55,After 9:00am,16.00
3719,06-12-2015,California,Pepperoni Suya,5,09:22:00,After 9:00am,12.00
3720,11-12-2015,Nevada,Italiano,2,09:22:00,After 9:00am,12.00
3721,11-12-2015,Arizona,Chicken Bali,2,09:22:01,After 9:00am,8.00
3722,03-12-2015,Arizona,Extravaganza,5,09:22:01,After 9:00am,8.00
3723,07-12-2015,Oregon,Pepperoni Suya,2,09:22:04,After 9:00am,12.00
3724,05-12-2015,California,Beef Suya,3,09:22:05,After 9:00am,12.00
3725,09-12-2015,Idaho,Pepperoni Feast,1,09:22:06,After 9:00am,16.00
3726,06-12-2015,California,Chicken Feast,1,09:22:06,After 9:00am,8.00
3727,06-12-2015,California,Margarita,3,09:22:10,After 9:00am,16.00
3728,07-12-2015,Nevada,Hot Veggie,3,09:22:12,After 9:00am,16.00
3729,15-12-2015,Nevada,Hot Pepperoni Feast,4,09:22:13,After 9:00am,16.00
3730,15-12-2015,Nevada,Chicken Suya,4,09:22:14,After 9:00am,16.00
3731,11-12-2015,Nevada,Hot Pepperoni Feast,3,09:22:14,After 9:00am,16.00
3732,13-12-2015,Nevada,Hot Pepperoni Feast,4,09:22:15,After 9:00am,16.00
3733,09-12-2015,Arizona,BBQ Chicken,1,09:22:15,After 9:00am,16.00
3734,11-12-2015,California,Pepperoni Suya,2,09:22:16,After 9:00am,12.00
3735,06-12-2015,Nevada,BBQ Chicken,3,09:22:17,After 9:00am,16.00
3736,15-12-2015,Nevada,Chicken Feast,2,09:22:19,After 9:00am,8.00
3737,07-12-2015,California,Veggie Supreme,1,09:22:19,After 9:00am,12.00
3738,06-12-2015,Nevada,Extravaganza,4,09:22:22,After 9:00am,8.00
3739,12-12-2015,Idaho,BBQ Chicken,1,09:22:23,After 9:00am,16.00
3740,04-12-2015,Idaho,Chicken Legend,5,09:22:24,After 9:00am,8.00
3741,09-12-2015,Oregon,Hot Veggie,1,09:22:25,After 9:00am,16.00
3742,15-12-2015,Idaho,Italiano,4,09:22:25,After 9:00am,12.00
3743,06-12-2015,Arizona,Italiano,4,09:22:25,After 9:00am,12.00
3744,06-12-2015,Oregon,Veggie Supreme,3,09:22:25,After 9:00am,12.00
3745,11-12-2015,California,Pepperoni Suya,1,09:22:29,After 9:00am,12.00
3746,11-12-2015,Arizona,BBQ Philly Steak,2,09:22:30,After 9:00am,16.00
3747,10-12-2015,California,Beef Suya,1,09:22:30,After 9:00am,12.00
3748,05-12-2015,Idaho,Italiano,4,09:22:30,After 9:00am,12.00
3749,10-12-2015,Arizona,Italiano,2,09:22:31,After 9:00am,12.00
3750,12-12-2015,Arizona,Pepperoni Suya,5,09:22:33,After 9:00am,12.00
3751,06-12-2015,Nevada,Pepperoni Suya,3,09:22:33,After 9:00am,12.00
3752,13-12-2015,California,Meatzaa,3,09:22:33,After 9:00am,8.00
3753,06-12-2015,Idaho,Hot Pepperoni Feast,2,09:22:36,After 9:00am,16.00
3754,09-12-2015,California,Hot Pepperoni Feast,5,09:22:36,After 9:00am,16.00
3755,09-12-2015,Oregon,Veggie Supreme,2,09:22:37,After 9:00am,12.00
3756,07-12-2015,Arizona,Beef Suya,1,09:22:38,After 9:00am,12.00
3757,10-12-2015,Nevada,Pepperoni Feast,3,09:22:38,After 9:00am,16.00
3758,05-12-2015,Arizona,Chicken Legend,3,09:22:39,After 9:00am,8.00
3759,06-12-2015,Idaho,Pepperoni Suya,3,09:22:39,After 9:00am,12.00
3760,13-12-2015,California,Hot Pepperoni Feast,3,09:22:40,After 9:00am,16.00
3761,09-12-2015,Nevada,Extravaganza,2,09:22:40,After 9:00am,8.00
3762,07-12-2015,Nevada,Chicken Feast,3,09:22:40,After 9:00am,8.00
3763,14-12-2015,California,Margarita,3,09:22:42,After 9:00am,16.00
3764,13-12-2015,Oregon,Hot Pepperoni Feast,4,09:22:48,After 9:00am,16.00
3765,09-12-2015,Nevada,Chicken Legend,2,09:22:49,After 9:00am,8.00
3766,03-12-2015,Nevada,Hot Pepperoni Feast,4,09:22:49,After 9:00am,16.00
3767,08-12-2015,Arizona,Hot Pepperoni Feast,2,09:22:49,After 9:00am,16.00
3768,14-12-2015,Nevada,Beef Suya,1,09:22:50,After 9:00am,12.00
3769,06-12-2015,Arizona,Extravaganza,4,09:22:50,After 9:00am,8.00
3770,12-12-2015,Arizona,Beef Suya,3,09:22:50,After 9:00am,12.00
3771,09-12-2015,Idaho,Chicken Legend,5,09:22:52,After 9:00am,8.00
3772,10-12-2015,Nevada,Margarita,2,09:22:52,After 9:00am,16.00
3773,04-12-2015,Nevada,Hot Veggie,3,09:22:53,After 9:00am,16.00
3774,15-12-2015,California,Extravaganza,4,09:22:56,After 9:00am,8.00
3775,03-12-2015,Nevada,Pepperoni Feast,5,09:22:57,After 9:00am,16.00
3776,05-12-2015,California,Chicken Bali,3,09:22:58,After 9:00am,8.00
3777,10-12-2015,Nevada,Meatzaa,1,09:22:58,After 9:00am,8.00
3778,09-12-2015,Arizona,Extravaganza,4,09:22:59,After 9:00am,8.00
3779,12-12-2015,Oregon,Chicken Bali,4,09:22:59,After 9:00am,8.00
3780,13-12-2015,Idaho,Hot Pepperoni Feast,4,09:23:00,After 9:00am,16.00
3781,15-12-2015,Oregon,Meatzaa,3,09:23:02,After 9:00am,8.00
3782,10-12-2015,Arizona,BBQ Chicken,2,09:23:03,After 9:00am,16.00
3783,10-12-2015,Idaho,Extravaganza,3,09:23:04,After 9:00am,8.00
3784,11-12-2015,Idaho,BBQ Philly Steak,5,09:23:05,After 9:00am,16.00
3785,15-12-2015,Idaho,Pepperoni Feast,1,09:23:05,After 9:00am,16.00
3786,04-12-2015,Idaho,Beef Suya,4,09:23:05,After 9:00am,12.00
3787,04-12-2015,Arizona,Margarita,1,09:23:06,After 9:00am,16.00
3788,11-12-2015,California,Chicken Bali,5,09:23:07,After 9:00am,8.00
3789,12-12-2015,Idaho,BBQ Chicken,3,09:23:10,After 9:00am,16.00
3790,07-12-2015,Arizona,Italiano,1,09:23:12,After 9:00am,12.00
3791,14-12-2015,California,Hot Pepperoni Feast,2,09:23:13,After 9:00am,16.00
3792,08-12-2015,Arizona,Pepperoni Suya,5,09:23:13,After 9:00am,12.00
3793,07-12-2015,Arizona,BBQ Chicken,2,09:23:14,After 9:00am,16.00
3794,03-12-2015,Nevada,Italiano,2,09:23:15,After 9:00am,12.00
3795,14-12-2015,Oregon,Beef Suya,3,09:23:17,After 9:00am,12.00
3796,13-12-2015,Oregon,Margarita,1,09:23:18,After 9:00am,16.00
3797,12-12-2015,Arizona,Hot Pepperoni Feast,4,09:23:18,After 9:00am,16.00
3798,12-12-2015,California,Beef Suya,1,09:23:18,After 9:00am,12.00
3799,08-12-2015,Oregon,Chicken Legend,5,09:23:19,After 9:00am,8.00
3800,10-12-2015,Arizona,Extravaganza,3,09:23:19,After 9:00am,8.00
3801,06-12-2015,Arizona,Beef Suya,5,09:23:20,After 9:00am,12.00
3802,14-12-2015,Nevada,BBQ Chicken,3,09:23:20,After 9:00am,16.00
3803,10-12-2015,California,Extravaganza,1,09:23:21,After 9:00am,8.00
3804,10-12-2015,Nevada,Chicken Bali,1,09:23:21,After 9:00am,8.00
3805,11-12-2015,Arizona,BBQ Chicken,2,09:23:22,After 9:00am,16.00
3806,04-12-2015,Oregon,Chicken Bali,1,09:23:22,After 9:00am,8.00
3807,06-12-2015,California,BBQ Philly Steak,3,09:23:24,After 9:00am,16.00
3808,14-12-2015,Nevada,Chicken Suya,2,09:23:25,After 9:00am,16.00
3809,06-12-2015,California,Veggie Supreme,4,09:23:26,After 9:00am,12.00
3810,15-12-2015,California,Chicken Bali,4,09:23:28,After 9:00am,8.00
3811,08-12-2015,Arizona,Beef Suya,5,09:23:30,After 9:00am,12.00
3812,03-12-2015,California,Pepperoni Suya,1,09:23:31,After 9:00am,12.00
3813,14-12-2015,California,Hot Veggie,1,09:23:31,After 9:00am,16.00
3814,03-12-2015,Idaho,BBQ Philly Steak,2,09:23:34,After 9:00am,16.00
3815,15-12-2015,Idaho,Pepperoni Suya,5,09:23:34,After 9:00am,12.00
3816,11-12-2015,Arizona,Hot Veggie,3,09:23:37,After 9:00am,16.00
3817,07-12-2015,Idaho,Chicken Bali,1,09:23:39,After 9:00am,8.00
3818,11-12-2015,Nevada,Chicken Suya,4,09:23:39,After 9:00am,16.00
3819,10-12-2015,Idaho,Pepperoni Feast,4,09:23:39,After 9:00am,16.00
3820,09-12-2015,Arizona,Italiano,3,09:23:40,After 9:00am,12.00
3821,05-12-2015,Nevada,Hot Pepperoni Feast,3,09:23:40,After 9:00am,16.00
3822,09-12-2015,Arizona,Italiano,4,09:23:40,After 9:00am,12.00
3823,06-12-2015,Oregon,BBQ Philly Steak,5,09:23:42,After 9:00am,16.00
3824,08-12-2015,Oregon,Pepperoni Suya,4,09:23:42,After 9:00am,12.00
3825,13-12-2015,California,Meatzaa,1,09:23:43,After 9:00am,8.00
3826,03-12-2015,Idaho,Meatzaa,4,09:23:43,After 9:00am,8.00
3827,03-12-2015,California,Chicken Suya,1,09:23:44,After 9:00am,16.00
3828,11-12-2015,Idaho,Chicken Feast,5,09:23:46,After 9:00am,8.00
3829,06-12-2015,Oregon,Hot Pepperoni Feast,5,09:23:47,After 9:00am,16.00
3830,03-12-2015,Oregon,Italiano,5,09:23:47,After 9:00am,12.00
3831,10-12-2015,Oregon,Chicken Feast,4,09:23:49,After 9:00am,8.00
3832,11-12-2015,California,Italiano,3,09:23:50,After 9:00am,12.00
3833,15-12-2015,Nevada,Hot Veggie,5,09:23:50,After 9:00am,16.00
3834,06-12-2015,Arizona,Meatzaa,2,09:23:51,After 9:00am,8.00
3835,09-12-2015,Nevada,Veggie Supreme,4,09:23:52,After 9:00am,12.00
3836,13-12-2015,California,Margarita,5,09:23:54,After 9:00am,16.00
3837,05-12-2015,Arizona,Hot Veggie,3,09:23:54,After 9:00am,16.00
3838,04-12-2015,Oregon,BBQ Philly Steak,4,09:23:55,After 9:00am,16.00
3839,09-12-2015,Idaho,Beef Suya,5,09:23:55,After 9:00am,12.00
3840,08-12-2015,Nevada,Extravaganza,1,09:23:55,After 9:00am,8.00
3841,08-12-2015,California,Meatzaa,4,09:23:55,After 9:00am,8.00
3842,04-12-2015,Arizona,Meatzaa,3,09:23:55,After 9:00am,8.00
3843,14-12-2015,Arizona,Pepperoni Suya,5,09:23:56,After 9:00am,12.00
3844,03-12-2015,Idaho,Beef Suya,5,09:23:56,After 9:00am,12.00
3845,07-12-2015,Idaho,Chicken Feast,2,09:23:58,After 9:00am,8.00
3846,06-12-2015,California,Margarita,5,09:23:59,After 9:00am,16.00
3847,13-12-2015,Arizona,Chicken Feast,3,09:24:00,After 9:00am,8.00
3848,04-12-2015,Idaho,Pepperoni Suya,2,09:24:00,After 9:00am,12.00
3849,10-12-2015,California,Italiano,1,09:24:01,After 9:00am,12.00
3850,06-12-2015,Oregon,BBQ Chicken,2,09:24:02,After 9:00am,16.00
3851,15-12-2015,California,Chicken Suya,3,09:24:03,After 9:00am,16.00
3852,06-12-2015,Oregon,Pepperoni Suya,5,09:24:03,After 9:00am,12.00
3853,10-12-2015,Nevada,Veggie Supreme,2,09:24:03,After 9:00am,12.00
3854,13-12-2015,Oregon,Margarita,2,09:24:04,After 9:00am,16.00
3855,06-12-2015,Nevada,Chicken Suya,3,09:24:04,After 9:00am,16.00
3856,11-12-2015,Oregon,Pepperoni Suya,3,09:24:04,After 9:00am,12.00
3857,05-12-2015,Nevada,BBQ Chicken,2,09:24:05,After 9:00am,16.00
3858,06-12-2015,California,Hot Pepperoni Feast,1,09:24:06,After 9:00am,16.00
3859,07-12-2015,Arizona,Extravaganza,3,09:24:06,After 9:00am,8.00
3860,08-12-2015,Idaho,Hot Pepperoni Feast,3,09:24:06,After 9:00am,16.00
3861,05-12-2015,Nevada,Chicken Bali,4,09:24:06,After 9:00am,8.00
3862,06-12-2015,Idaho,Beef Suya,5,09:24:07,After 9:00am,12.00
3863,04-12-2015,Arizona,Chicken Suya,3,09:24:07,After 9:00am,16.00
3864,06-12-2015,Nevada,Meatzaa,5,09:24:09,After 9:00am,8.00
3865,05-12-2015,Idaho,BBQ Philly Steak,3,09:24:10,After 9:00am,16.00
3866,03-12-2015,Idaho,Italiano,4,09:24:10,After 9:00am,12.00
3867,08-12-2015,California,Chicken Bali,1,09:24:11,After 9:00am,8.00
3868,11-12-2015,Nevada,Meatzaa,4,09:24:12,After 9:00am,8.00
3869,03-12-2015,Nevada,Hot Veggie,1,09:24:12,After 9:00am,16.00
3870,14-12-2015,Idaho,Pepperoni Feast,4,09:24:12,After 9:00am,16.00
3871,04-12-2015,California,Italiano,4,09:24:12,After 9:00am,12.00
3872,11-12-2015,Nevada,Meatzaa,5,09:24:12,After 9:00am,8.00
3873,08-12-2015,Arizona,Pepperoni Suya,1,09:24:13,After 9:00am,12.00
3874,05-12-2015,Nevada,Hot Veggie,1,09:24:13,After 9:00am,16.00
3875,11-12-2015,California,Extravaganza,1,09:24:14,After 9:00am,8.00
3876,08-12-2015,Nevada,Pepperoni Suya,1,09:24:14,After 9:00am,12.00
3877,05-12-2015,California,BBQ Chicken,3,09:24:14,After 9:00am,16.00
3878,05-12-2015,Oregon,BBQ Chicken,3,09:24:14,After 9:00am,16.00
3879,05-12-2015,Nevada,Beef Suya,3,09:24:16,After 9:00am,12.00
3880,10-12-2015,Idaho,Chicken Suya,5,09:24:16,After 9:00am,16.00
3881,12-12-2015,Arizona,Pepperoni Suya,5,09:24:17,After 9:00am,12.00
3882,11-12-2015,Oregon,Chicken Bali,5,09:24:18,After 9:00am,8.00
3883,14-12-2015,Arizona,Chicken Legend,1,09:24:18,After 9:00am,8.00
3884,04-12-2015,Idaho,Meatzaa,1,09:24:18,After 9:00am,8.00
3885,09-12-2015,Idaho,Extravaganza,3,09:24:19,After 9:00am,8.00
3886,08-12-2015,Nevada,BBQ Philly Steak,2,09:24:20,After 9:00am,16.00
3887,05-12-2015,Nevada,Hot Pepperoni Feast,4,09:24:20,After 9:00am,16.00
3888,06-12-2015,Idaho,Chicken Suya,4,09:24:20,After 9:00am,16.00
3889,07-12-2015,Nevada,Beef Suya,5,09:24:21,After 9:00am,12.00
3890,10-12-2015,Arizona,Meatzaa,1,09:24:22,After 9:00am,8.00
3891,15-12-2015,Oregon,Chicken Legend,2,09:24:23,After 9:00am,8.00
3892,05-12-2015,Arizona,Chicken Suya,5,09:24:24,After 9:00am,16.00
3893,14-12-2015,Idaho,Pepperoni Suya,2,09:24:24,After 9:00am,12.00
3894,05-12-2015,Idaho,BBQ Chicken,1,09:24:26,After 9:00am,16.00
3895,03-12-2015,Nevada,Chicken Bali,5,09:24:26,After 9:00am,8.00
3896,11-12-2015,California,Chicken Legend,5,09:24:27,After 9:00am,8.00
3897,10-12-2015,Oregon,Hot Pepperoni Feast,1,09:24:27,After 9:00am,16.00
3898,07-12-2015,Idaho,Hot Veggie,5,09:24:29,After 9:00am,16.00
3899,14-12-2015,Oregon,Chicken Suya,4,09:24:30,After 9:00am,16.00
